ID,facility_type,facility_name,facility_sc,map_latitude,map_longitude,Total_supply,,,,
K_164,Kindergarten,LOK SIN TONG KU LEE KWOK SIN KINDERGARTEN,,22.34473893,114.1946589,146,,,,
K_165,Kindergarten,S.K.H. KINDLY LIGHT CHURCH OR PUI CHEUNG KINDERGARTEN,,22.34585872,114.1945911,175,,,,
K_166,Kindergarten,HO TAK KINDERGARTEN (SPONSORED BY SIK SIK YUEN),,22.34575968,114.191669,108,,,,
K_167,Kindergarten,BUDDHIST FOO HONG KINDERGARTEN,,22.33893217,114.1955804,208,,,,
K_168,Kindergarten,HONG KONG BETHEL CHURCH GIDEON KINDERGARTEN,,22.33791233,114.189154,63,,,,
K_169,Kindergarten,HONG KONG TAOIST ASSOCIATION YUEN YUEN KINDERGARTEN (TUNG TAU ESTATE),,22.33374901,114.1917843,146,,,,
K_170,Kindergarten,PO LEUNG KUK KAM HING KINDERGARTEN,,22.34423263,114.1993671,429,,,,
K_171,Kindergarten,GRACE METHODIST CHURCH KINDERGARTEN,,22.34420683,114.1863102,124,,,,
K_172,Kindergarten,LOK FU RHENISH CHURCH KINDERGARTEN,,22.34091971,114.1860382,155,,,,
K_173,Kindergarten,HO LAP KINDERGARTEN (SPONSORED BY SIK SIK YUEN),,22.34720373,114.1990472,146,,,,
K_174,Kindergarten,SHARON LUTHERAN CHURCH KINDERGARTEN (TSZ OI BRANCH),,22.34951547,114.1996495,110,,,,
K_175,Kindergarten,OUR LADY'S KINDERGARTEN,,22.34433247,114.1953966,480,,,,
K_176,Kindergarten,DIAMOND HILL LING LIANG KINDERGARTEN,,22.34083661,114.2028418,350,,,,
K_177,Kindergarten,GRACEFIELD EAST KOWLOON CHRISTIAN KINDERGARTEN,,22.34255386,114.1913386,128,,,,
K_178,Kindergarten,TSZ CHING ESTATE BODHI SIKSA KINDERGARTEN,,22.34918087,114.2027657,115,,,,
K_179,Kindergarten,EVANGELIZE CHINA FELLOWSHIP BLESSINGS CREATIVITY KINDERGARTEN,,22.34766353,114.2039886,146,,,,
K_180,Kindergarten,HONG KONG KINDERGARTEN ASSOCIATION PRE-SCHOOL,,22.33319469,114.2134986,184,,,,
K_181,Kindergarten,BGCAHK CHEERLAND KINDERGARTEN (WONG TAI SIN),,22.34306848,114.1926007,93,,,,
K_182,Kindergarten,TWGHS FONG SHIU YEE NURSERY SCHOOL,,22.34291541,114.1870868,74,,,,
K_183,Kindergarten,NEW KOWLOON WOMEN ASSOCIATION TSZ WAN SHAN NURSERY,,22.34990337,114.2024357,79,,,,
K_184,Kindergarten,PO LEUNG KUK WONG SIU CHING KINDERGARTEN,,22.33491041,114.2138776,86,,,,
K_185,Kindergarten,PO LEUNG KUK TSE WONG PUI KUEN KINDERGARTEN,,22.34789894,114.2000666,107,,,,
K_186,Kindergarten,PO LEUNG KUK FONG TAM YUEN LEUNG (TSZ WAN SHAN) KINDERGARTEN,,22.3482416,114.2033189,124,,,,
K_187,Kindergarten,TSUNG TSIN MISSION OF HONG KONG ON KEUNG NURSERY SCHOOL,,22.34289577,114.2016384,94,,,,
K_188,Kindergarten,TWGHS KWAN FONG NURSERY SCHOOL,,22.34428786,114.1897662,33,,,,
K_189,Kindergarten,FIVE DISTRICTS BUSINESS WELFARE ASSOCIATION KINDERGARTEN,,22.3401249,114.1879699,65,,,,
K_190,Kindergarten,FIVE DISTRICTS BUSINESS WELFARE ASSOCIATION CHEUNG CHUK SHAN KINDERGARTEN,,22.34181231,114.2002695,105,,,,
K_191,Kindergarten,SISTERS OF THE IMMACULATE HEART OF MARY WONG TAI SIN KINDERGARTEN,,22.34103644,114.1941828,190,,,,
K_192,Kindergarten,LOK FU RHENISH NURSERY,,22.34143445,114.1861353,88,,,,
K_193,Kindergarten,SAN PO KONG RHENISH NURSERY,,22.33501286,114.1959196,101,,,,
K_194,Kindergarten,HONG KONG YOUNG WOMEN'S CHRISTIAN ASSOCIATION CHOI WAN NURSERY SCHOOL,,22.3329688,114.2140518,65,,,,
K_195,Kindergarten,HONG KONG YOUNG WOMEN'S CHRISTIAN ASSOCIATION FAITH HOPE NURSERY SCHOOL,,22.33835439,114.1939204,69,,,,
K_196,Kindergarten,CHRISTIAN & MISSIONARY ALLIANCE FU SHAN NURSERY SCHOOL,,22.34280416,114.2090744,117,,,,
K_197,Kindergarten,CARITAS KAI YAU NURSERY SCHOOL,,22.33628643,114.1935415,82,,,,
K_198,Kindergarten,JONATHAN INNOVATIVE ENGLISH KINDERGARTEN,,22.34146011,114.2002694,155,,,,
K_199,Kindergarten,TAK SUN KINDERGARTEN,,22.30388546,114.1723228,420,,,,
K_200,Kindergarten,SEMPLE KINDERGARTEN,,22.32462828,114.163732,330,,,,
K_201,Kindergarten,THE SALVATION ARMY CHAN KWAN TUNG KINDERGARTEN,,22.31110089,114.1715364,238,,,,
K_202,Kindergarten,MONG KOK AGNES ENGLISH KINDERGARTEN,,22.31909275,114.1668384,119,,,,
K_203,Kindergarten,CANNAN KINDERGARTEN (CHARMING GARDEN),,22.31334015,114.1651695,342,,,,
K_204,Kindergarten,DOMINIC SAVIO KINDERGARTEN (OLYMPIC BRANCH),,22.31688914,114.1647615,330,,,,
K_205,Kindergarten,C C C MONGKOK CHURCH JEANNETTE KINDERGARTEN,,22.32195558,114.1693133,279,,,,
K_206,Kindergarten,SUN ISLAND KINDERGARTEN (METRO HARBOUR BRANCH),,22.32451963,114.1605677,240,,,,
K_207,Kindergarten,LITTLE BUDS KINDERGARTEN,,22.30630545,114.1673052,122,,,,
K_208,Kindergarten,THE SALVATION ARMY HOI FU NURSERY SCHOOL,,22.31634727,114.1643248,106,,,,
K_209,Kindergarten,THE SALVATION ARMY LAI CHI KOK NURSERY SCHOOL,,22.32570299,114.1645861,87,,,,
K_210,Kindergarten,THE HONG KONG FEDERATION OF YOUTH GROUPS CHING LOK KINDERGARTEN (YAUMATEI),,22.30736204,114.1675865,99,,,,
K_211,Kindergarten,PO LEUNG KUK LUI KAM TAI KINDERGARTEN,,22.31979691,114.163616,89,,,,
K_212,Kindergarten,YAN OI TONG CHAN CHENG YUK YEE KINDERGARTEN,,22.30464353,114.1633554,97,,,,
K_213,Kindergarten,HKSPC HONG KONG BANK FOUNDATION NURSERY SCHOOL,,22.30983653,114.1696245,108,,,,
K_214,Kindergarten,YAUMATEI YANG MEMORIAL METHODIST PRE-SCHOOL,,22.31407199,114.1725068,103,,,,
K_215,Kindergarten,HKSPC BOC NURSERY SCHOOL,,22.32034717,114.1576176,81,,,,
K_216,Kindergarten,HKSPC PARK'N SHOP STAFF CHARITABLE FUND NURSERY SCHOOL,,22.32608243,114.1669253,144,,,,
K_217,Kindergarten,HKSPC PORTLAND STREET NURSERY SCHOOL,,22.3260734,114.1669738,148,,,,
K_218,Kindergarten,HONG KONG CHRISTIAN SERVICE CENTRAL NURSERY SCHOOL,,22.31856001,114.1679352,97,,,,
K_219,Kindergarten,PROSPEROUS GARDEN BAPTIST NURSERY SCHOOL,,22.31087498,114.1681783,85,,,,
K_220,Kindergarten,THE SALVATION ARMY CATHERINE BOOTH NURSERY SCHOOL,,22.31108283,114.1715364,89,,,,
K_221,Kindergarten,HEEP HONG SOCIETY HEALTHY KIDS NURSERY SCHOOL,,22.31605834,114.1649169,85,,,,
K_222,Kindergarten,CLEMENT KINDERGARTEN,,22.32477257,114.1614025,137,,,,
PS_001,Primary School,Jordan Road Government Primary School,佐敦道官立小學,22.30618813,114.1688774,50,,,,
PS_002,Primary School,St Mary’s Canossian School,嘉諾撒聖瑪利學校,22.30291924,114.175603,47,,,,
PS_003,Primary School,Tak Sun School,德信學校,22.30388546,114.1723228,49,,,,
PS_004,Primary School,TWGHS Lo Yu Chik Primary School,東華三院羅裕積小學,22.3143519,114.171216,81,,,,
PS_005,Primary School,CCC Wanchai Church Kei To Primary School,中華基督教會灣仔堂基道小學,22.31131752,114.1688674,53,,,,
PS_006,Primary School,Yaumati Kaifong Association School,油蔴地街坊會學校,22.31022493,114.171682,24,,,,
PS_007,Primary School,Methodist School,循道學校,22.30853629,114.1767676,35,,,,
PS_008,Primary School,Yaumati Catholic Primary School,油蔴地天主教小學,22.31138971,114.1679551,58,,,,
PS_009,Primary School,Yaumati Catholic Primary School (Hoi Wang Road,油蔴地天主教小學（海泓道）,22.31341231,114.1640921,46,,,,
PS_010,Primary School,TKDS Fong Shu Chuen School,東莞同鄉會方樹泉學校,22.31129041,114.1685665,88,,,,
PS_011,Primary School,Fresh Fish Traders’ School,鮮魚行學校,22.3246554,114.164062,40,,,,
PS_012,Primary School,CCC Kei Tsun Primary School,中華基督教會基全小學,22.32265045,114.1621598,107,,,,
PS_013,Primary School,Tai Kok Tsui Catholic Primary School,大角嘴天主教小學,22.32209958,114.1621695,58,,,,
PS_014,Primary School,Tai Kok Tsui Catholic Primary School (Hoi Fan Road,大角嘴天主教小學（海帆道）,22.32222531,114.1558314,41,,,,
PS_015,Primary School,Tong Mei Road Government Primary School,塘尾道官立小學,22.32284037,114.1657025,76,,,,
PS_016,Primary School,Sharon Lutheran School,路德會沙崙學校,22.31893911,114.1650622,62,,,,
PS_017,Primary School,SKH Kei Wing Primary School,聖公會基榮小學,22.32237092,114.1679544,50,,,,
PS_018,Primary School,CCC Heep Woh Primary School,中華基督教會協和小學,22.32400563,114.1720989,64,,,,
PS_019,Primary School,KWWC Li Ping Memorial School,九龍婦女福利會李炳紀念學校,22.31289806,114.1755059,25,,,,
PS_020,Primary School,Chan Sui Ki (La Salle)Primary School,陳瑞祺（喇沙）小學,22.3187679,114.181145,45,,,,
PS_021,Primary School,CCC Wanchai Church Kei To Primary School (Kowloon City,中華基督教會灣仔堂基道小學（九龍城）,22.31550765,114.1859686,37,,,,
PS_022,Primary School,SKH Holy Carpenter Primary School,聖公會聖匠小學,22.31631085,114.1927821,52,,,,
PS_023,Primary School,"Emmanuel Primary School, Kowloon",九龍靈光小學,22.32410465,114.1879492,39,,,,
PS_024,Primary School,ELCHK Hung Hom Lutheran Primary School,基督教香港信義會紅磡信義學校,22.31834313,114.1879973,24,,,,
PS_025,Primary School,Heep Yunn Primary School,協恩中學附屬小學,22.32172074,114.1853187,34,,,,
PS_026,Primary School,SKH Good Shepherd Primary School,聖公會牧愛小學,22.31810835,114.1878808,25,,,,
PS_027,Primary School,Ling To Catholic Primary School,天主教領島學校,22.31473126,114.1793202,84,,,,
PS_028,Primary School,Ma Tau Chung Government Primary School,馬頭涌官立小學,22.32460141,114.1868136,58,,,,
PS_029,Primary School,Farm Road Government Primary School,農圃道官立小學,22.32079051,114.1866678,47,,,,
PS_030,Primary School,St Rose of Lima’s School,聖羅撒學校,22.32629946,114.1750593,47,,,,
PS_031,Primary School,Hop Yat Church School,合一堂學校,22.32079982,114.1794465,49,,,,
PS_032,Primary School,St. Eugene de Mazenod Oblate Primary School,獻主會聖馬善樂小學,22.31984234,114.1860465,61,,,,
PS_033,Primary School,Oblate Primary School,獻主會小學,22.31583232,114.1918212,50,,,,
PS_034,Primary School,PLK Stanley Ho Sau Nan Primary School,保良局何壽南小學,22.33137231,114.204432,37,,,,
PS_035,Primary School,SKH Holy Cross Primary School,聖公會聖十架小學,22.33240181,114.2043448,58,,,,
PS_036,Primary School,Baptist Rainbow Primary School,浸信會天虹小學,22.34468521,114.1897468,62,,,,
PS_037,Primary School,Holy Angels Canossian School,天神嘉諾撒學校,22.31061305,114.1862789,35,,,,
PS_038,Primary School,Ma Tau Chung Government Primary School (Hung Hom Bay,馬頭涌官立小學（紅磡灣）,22.30237703,114.1878893,62,,,,
PS_039,Primary School,SKH Fung Kei Primary School,聖公會奉基小學,22.3047789,114.191393,50,,,,
PS_040,Primary School,SKH Fung Kei Millennium Primary School,聖公會奉基千禧小學,22.30442672,114.1912571,47,,,,
PS_041,Primary School,GCEPSA Whampoa Primary School,葛量洪校友會黃埔學校,22.3033069,114.1914899,97,,,,
PS_042,Primary School,"Alliance Primary School, Whampoa",黃埔宣道小學,22.30319858,114.1909367,47,,,,
PS_043,Primary School,SKH St Timothy’s Primary School,聖公會聖提摩太小學,22.31073041,114.1869,72,,,,
PS_044,Primary School,"Alliance Primary School, Tai Hang Tung",大坑東宣道小學,22.33112166,114.1701379,73,,,,
PS_045,Primary School,SKH St Andrew’s Primary School,聖公會聖安德烈小學,22.33075792,114.1474629,85,,,,
PS_046,Primary School,Five Districts Busi Wel Assn School,五邑工商總會學校,22.34101778,114.1545763,58,,,,
PS_047,Primary School,SKH Kei Fook Primary School,聖公會基福小學,22.33649342,114.1542082,85,,,,
PS_048,Primary School,HK Sze Yap C & I Assn San Wui Commercial Society School,香港四邑商工總會新會商會學校,22.33078753,114.1701476,39,,,,
PS_049,Primary School,Fuk Wing Street Government Primary School,福榮街官立小學,22.33405581,114.1594406,63,,,,
PS_050,Primary School,Cheung Sha Wan Catholic Primary School,長沙灣天主教小學,22.33398314,114.1558685,38,,,,
PS_051,Primary School,Good Counsel Catholic Primary School,天主教善導小學,22.34038627,114.1597116,78,,,,
PS_052,Primary School,Maryknoll Fathers’ School (Primary Section,瑪利諾神父教會學校（小學部）,22.3314349,114.1458029,36,,,,
PS_053,Primary School,Shamshuipo K/F Wel Assn Primary School,深水埔街坊福利會小學,22.32743689,114.1649936,38,,,,
PS_054,Primary School,SKH St Thomas’ Primary School,聖公會聖多馬小學,22.33440788,114.1583728,45,,,,
PS_055,Primary School,St Francis of Assisi’s Caritas School,聖方濟愛德小學,22.33289154,114.1677693,53,,,,
PS_056,Primary School,The ELCHK Faith Lutheran School,基督教香港信義會深信學校,22.33541091,114.165255,25,,,,
PS_057,Primary School,Ka Ling School of The Precious Blood,寶血會嘉靈學校,22.3301633,114.1566553,73,,,,
PS_058,Primary School,Hoi Ping Chamber of Com Primary School,旅港開平商會學校,22.33435306,114.1534611,38,,,,
PS_059,Primary School,Laichikok Catholic Primary School,荔枝角天主教小學,22.33330484,114.1491611,70,,,,
PS_060,Primary School,Sham Shui Po Government Primary School,深水埗官立小學,22.33323233,114.1476468,106,,,,
PS_061,Primary School,SKH St Clement’s Primary School,聖公會聖紀文小學,22.33483171,114.1536745,56,,,,
PS_062,Primary School,SKH Kei Oi Primary School,聖公會基愛小學,22.33947429,114.1607699,50,,,,
PS_063,Primary School,CCC Heep Woh Primary School (Cheung Sha Wan,中華基督教會協和小學（長沙灣）,22.33461554,114.1579651,69,,,,
PS_064,Primary School,Li Cheng Uk Government Primary School,李鄭屋官立小學,22.33821896,114.1600323,32,,,,
PS_065,Primary School,Father Cucchiara Memorial School,郭怡雅神父紀念學校,22.34819283,114.1075595,96,,,,
PS_066,Primary School,Diocesan Preparatory School,拔萃小學,22.32919827,114.1790001,26,,,,
PS_067,Primary School,La Salle Primary School,喇沙小學,22.32752757,114.1812035,84,,,,
PS_068,Primary School,Bishop Walsh Primary School,華德學校,22.33484204,114.1876298,47,,,,
PS_069,Primary School,Kowloon Tong Government Primary School,九龍塘官立小學,22.33588091,114.178476,54,,,,
PS_070,Primary School,Maryknoll Convent School (Primary Section,瑪利諾修院學校（小學部）,22.32757277,114.179068,71,,,,
PS_071,Primary School,Iu Shan School,耀山學校,22.33007395,114.1867267,15,,,,
PS_072,Primary School,Holy Family Canossian School,嘉諾撒聖家學校,22.33118468,114.1872412,42,,,,
PS_073,Primary School,Holy Family Canossian School (Kowloon Tong,嘉諾撒聖家學校（九龍塘）,22.33647692,114.1786119,56,,,,
PS_074,Primary School,CCC Kei Wa Primary School (Kowloon Tong,中華基督教會基華小學（九龍塘）,22.32965881,114.1804367,56,,,,
PS_075,Primary School,Kowloon Tong Bishop Walsh Catholic School,九龍塘天主教華德學校,22.33449896,114.1862416,50,,,,
PS_076,Primary School,St Patrick’s School,聖博德學校,22.3383729,114.1889308,50,,,,
PS_077,Primary School,Bishop Ford Memorial School,福德學校,22.33513987,114.1900857,87,,,,
PS_078,Primary School,Wong Tai Sin Catholic Primary School,黃大仙天主教小學,22.34094617,114.1938915,76,,,,
PS_079,Primary School,SKH Kei Tak Primary School,聖公會基德小學,22.33706296,114.1944638,50,,,,
PS_080,Primary School,Ng Wah Catholic Primary School,天主教伍華小學,22.33310753,114.1947836,74,,,,
PS_081,Primary School,Price Memorial Catholic Primary School,天主教博智小學,22.34392682,114.187213,90,,,,
PS_082,Primary School,Wong Tai Sin Government Primary School,黃大仙官立小學,22.34096427,114.1935421,94,,,,
PS_083,Primary School,Canossa Primary School,嘉諾撒小學,22.34035879,114.1972988,50,,,,
PS_084,Primary School,"PLK Mrs Chan Nam Chong Memorial Primary
School",保良局陳南昌夫人小學,22.33515725,114.1967447,72,,,,
PS_085,Primary School,CCC Kei Wa Primary School,中華基督教會基華小學,22.33604073,114.206617,50,,,,
PS_086,Primary School,Choi Wan St Joseph’s Primary School,彩雲聖若瑟小學,22.33427862,114.2122952,53,,,,
PS_087,Primary School,Chun Tok School,真鐸學校,22.3402489,114.2070062,37,,,,
PS_088,Primary School,CCC Kei Tsz Primary School,中華基督教會基慈小學,22.35012995,114.1965818,71,,,,
PS_089,Primary School,Islamic Dharwood Pau Memorial Primary School,伊斯蘭鮑伯濤紀念小學,22.34966032,114.1968827,65,,,,
PS_090,Primary School,Ho Lap Primary School (Sponsored by Sik Sik Yuen,嗇色園主辦可立小學,22.34723995,114.19829,59,,,,
PS_091,Primary School,St Bonaventure Catholic Primary School,聖文德天主教小學,22.34483729,114.2019786,62,,,,
PS_092,Primary School,TWS St Bonaventure Catholic Primary School,慈雲山聖文德天主教小學,22.3497678,114.2031153,104,,,,
PS_093,Primary School,PLK Grandmont Primary School,保良局錦泰小學,22.34491803,114.2052307,51,,,,
PS_094,Primary School,"St Patrick’s Catholic Primary School
(Po Kong Village Road",聖博德天主教小學（蒲崗村道）,22.34454791,114.2044443,61,,,,
PS_095,Primary School,Tsz Wan Shan Catholic Primary School,慈雲山天主教小學,22.34584833,114.204328,76,,,,
PS_096,Primary School,Canossa Primary School (San Po Kong,嘉諾撒小學（新蒲崗）,22.33699875,114.2020257,72,,,,
PS_097,Primary School,Buddhist Chi King Primary School,佛教慈敬學校,22.32775959,114.2071491,50,,,,
PS_098,Primary School,Carmel Leung Sing Tak School,迦密梁省德學校,22.32822474,114.2253975,83,,,,
PS_099,Primary School,Jordan Valley St Joseph’s Catholic Primary School,佐敦谷聖若瑟天主教小學,22.32865223,114.2138371,43,,,,
PS_100,Primary School,CB Lui Ming Choi Primary School,浸信宣道會呂明才小學,22.32942868,114.2146042,60,,,,
PS_101,Primary School,Ping Shek Estate Catholic Primary School,坪石天主教小學,22.33413451,114.2105576,85,,,,
PS_102,Primary School,Bishop Paschang Catholic School,天主教柏德學校,22.32868057,114.2078579,80,,,,
PS_103,Primary School,SKH Kowloon Bay Kei Lok Primary School,聖公會九龍灣基樂小學,22.32889762,114.2061593,76,,,,
PS_104,Primary School,Kowloon Bay St John The Baptist Catholic Primary School,九龍灣聖若翰天主教小學,22.32787606,114.2117306,54,,,,
PS_105,Primary School,Hong Kong Taoist Association Wun Tsuen School,香港道教聯合會雲泉學校,22.32767252,114.2297265,62,,,,
PS_106,Primary School,Kwun Tong Government Primary School (Sau Ming Road,觀塘官立小學（秀明道）,22.31526305,114.2339729,53,,,,
PS_107,Primary School,Kwun Tong Government Primary School,觀塘官立小學,22.31645087,114.2181142,72,,,,
PS_108,Primary School,SKH Lee Shiu Keung Primary School,聖公會李兆強小學,22.30683636,114.2371139,62,,,,
PS_109,Primary School,SKH Tak Tin Lee Shiu Keung Primary School,聖公會德田李兆強小學,22.31089113,114.237038,43,,,,
PS_110,Primary School,Man Kiu Association Primary School,閩僑小學,22.31985553,114.2176007,50,,,,
PS_111,Primary School,St John The Baptist Catholic Primary School,聖若翰天主教小學,22.31532977,114.2229667,50,,,,
PS_112,Primary School,LST Yeung Chung Ming Primary School,樂善堂楊仲明學校,22.32028748,114.2232401,55,,,,
PS_113,Primary School,SKH Kei Lok Primary School,聖公會基樂小學,22.32028839,114.2199691,50,,,,
PS_114,Primary School,SKH Kei Hin Primary School,聖公會基顯小學,22.31802239,114.2173187,50,,,,
PS_115,Primary School,CCC Kei Faat Primary School (Yau Tong,中華基督教會基法小學（油塘）,22.29973039,114.2340151,60,,,,
PS_116,Primary School,SKH Yautong Kei Hin Primary School,聖公會油塘基顯小學,22.30005503,114.2353059,64,,,,
PS_117,Primary School,Lam Tin Methodist Primary School,藍田循道衛理小學,22.30711636,114.2369879,62,,,,
PS_118,Primary School,HK Taoist Assn The Yuen Yuen Institute Chan Lui Chung Tak Memorial School,香港道教聯合會圓玄學院陳呂重德紀念學校,22.30052294,114.2398091,94,,,,
PS_119,Primary School,St Edward’s Catholic Primary School,聖愛德華天主教小學,22.31178493,114.2376595,62,,,,
PS_120,Primary School,Lok Wah Catholic Primary School,樂華天主教小學,22.32176893,114.221707,50,,,,
PS_121,Primary School,The Mission Covenant Church Holm Glad Primary School,基督教聖約教會堅樂小學,22.32077241,114.2319466,75,,,,
PS_122,Primary School,Sau Ming Primary School,秀明小學,22.31948073,114.232839,63,,,,
PS_123,Primary School,St Matthew’s Lutheran School (Sau Mau Ping,路德會聖馬太學校（秀茂坪）,22.31677132,114.2335173,47,,,,
PS_124,Primary School,Sau Mau Ping Catholic Primary School,秀茂坪天主教小學,22.31760993,114.2369341,101,,,,
PS_125,Primary School,CCC Kei Faat Primary School,中華基督教會基法小學,22.31244765,114.2275079,25,,,,
PS_126,Primary School,St Antonius Primary School,聖安當小學,22.30161676,114.2368593,54,,,,
PS_127,Primary School,Our Lady of China Catholic Primary School,天主教佑華小學,22.31306982,114.2304295,70,,,,
